"id_hogar";"año";"mes";"consumo_kwh";"tipo_vivienda";"tipo_energia";"factura_mensual";"provincia";"comunidad_autonoma";"tamaño_vivienda_m2";"num_habitantes";"aislamiento_vivienda";"uso_energia_renovable";"precio_energia_eur_kwh";"tipo_equipos_electronicos";"estacion";"modo_facturacion";"consumo_promedio_historico";"vivienda_alquiler_propiedad";"años_vivienda_ocupada";"temperatura_media_mensual";"id_provincia";"id_comunidad";"id_tipo_vivienda";"id_tipo_energia"
"Hogar_50";2022;"Mayo";131.0;"Casa";"Gas";173.0;"Málaga";"Andalucía";56;4;"Regular";"Sí";0.21;"Electrodomésticos";"Otoño";"Tarifa fija";264.0;"Alquiler";14;23.0;7;2;1;2
"Hogar_51";2022;"Septiembre";271.0;"Casa";"Gas";165.0;"Murcia";"Región de Murcia";110;3;"Regular";"Sí";0.267;"Aire acondicionado";"Primavera";"Tarifa fija";268.0;"Alquiler";4;17.0;5;5;1;2
"Hogar_52";2021;"Abril";235.0;"Casa";"Gas";104.0;"Las Palmas";"Canarias";128;1;"Deficiente";"Sí";0.205;"Calefacción eléctrica";"Invierno";"Tarifa fija";327.0;"Propiedad";18;20.0;6;6;1;2
"Hogar_53";2022;"Diciembre";153.0;"Casa";"Gas";117.0;"Murcia";"Región de Murcia";84;4;"Bueno";"No";0.124;"Aire acondicionado";"Otoño";"Tarifa variable";250.0;"Alquiler";15;22.0;5;5;1;2
"Hogar_54";2022;"Septiembre";381.0;"Casa";"Gas";134.0;"Murcia";"Región de Murcia";43;1;"Regular";"No";0.105;"Aire acondicionado";"Primavera";"Tarifa fija";221.0;"Propiedad";9;12.0;5;5;1;2
"Hogar_55";2021;"Agosto";448.0;"Apartamento";"Eléctrica";54.0;"Barcelona";"Cataluña";75;2;"Bueno";"Sí";0.253;"Calefacción eléctrica";"Otoño";"Tarifa variable";306.0;"Propiedad";18;10.0;10;9;2;1
"Hogar_56";2021;"Marzo";276.0;"Apartamento";"Gas";160.0;"Málaga";"Andalucía";109;1;"Regular";"Sí";0.25;"Aire acondicionado";"Invierno";"Tarifa variable";308.0;"Alquiler";3;23.0;7;2;2;2
"Hogar_57";2021;"Mayo";155.0;"Apartamento";"Gas";120.0;"Barcelona";"Cataluña";70;2;"Deficiente";"No";0.189;"Calefacción eléctrica";"Otoño";"Tarifa fija";315.0;"Propiedad";10;14.0;10;9;2;2
"Hogar_58";2022;"Mayo";242.0;"Apartamento";"Gas";125.0;"Valencia";"Comunidad Valenciana";58;3;"Deficiente";"No";0.295;"Aire acondicionado";"Otoño";"Tarifa variable";300.0;"Alquiler";17;11.0;4;4;2;2
"Hogar_59";2022;"Junio";263.0;"Casa";"Eléctrica";173.0;"Valencia";"Comunidad Valenciana";100;2;"Deficiente";"No";0.209;"Calefacción eléctrica";"Otoño";"Tarifa fija";380.0;"Alquiler";7;17.0;4;4;1;1
"Hogar_60";2021;"Abril";189.0;"Casa";"Gas";103.0;"Málaga";"Andalucía";147;2;"Regular";"No";0.259;"Calefacción eléctrica";"Primavera";"Tarifa variable";299.0;"Alquiler";15;18.0;7;2;1;2
"Hogar_61";2022;"Mayo";197.0;"Apartamento";"Eléctrica";66.0;"Zaragoza";"Aragón";93;5;"Bueno";"Sí";0.171;"Electrodomésticos";"Invierno";"Tarifa fija";363.0;"Propiedad";1;10.0;9;8;2;1
"Hogar_62";2022;"Junio";477.0;"Apartamento";"Eléctrica";188.0;"Bilbao";"País Vasco";78;4;"Bueno";"Sí";0.175;"Calefacción eléctrica";"Verano";"Tarifa variable";267.0;"Alquiler";11;14.0;1;1;2;1
"Hogar_63";2021;"Septiembre";305.0;"Apartamento";"Gas";87.0;"Zaragoza";"Aragón";130;4;"Bueno";"Sí";0.261;"Calefacción eléctrica";"Primavera";"Tarifa fija";235.0;"Alquiler";17;10.0;9;8;2;2
"Hogar_64";2022;"Agosto";187.0;"Casa";"Gas";148.0;"Bilbao";"País Vasco";113;3;"Regular";"Sí";0.281;"Aire acondicionado";"Verano";"Tarifa fija";379.0;"Alquiler";5;16.0;1;1;1;2
"Hogar_65";2021;"Septiembre";390.0;"Casa";"Gas";81.0;"Murcia";"Región de Murcia";129;3;"Regular";"Sí";0.123;"Calefacción eléctrica";"Verano";"Tarifa variable";380.0;"Propiedad";7;23.0;5;5;1;2
"Hogar_66";2021;"Septiembre";259.0;"Apartamento";"Eléctrica";142.0;"Madrid";"Comunidad de Madrid";58;4;"Regular";"No";0.273;"Electrodomésticos";"Primavera";"Tarifa variable";377.0;"Alquiler";19;24.0;8;7;2;1
"Hogar_67";2021;"Junio";284.0;"Apartamento";"Eléctrica";74.0;"Bilbao";"País Vasco";78;5;"Regular";"Sí";0.294;"Aire acondicionado";"Primavera";"Tarifa fija";368.0;"Propiedad";15;19.0;1;1;2;1
"Hogar_68";2021;"Noviembre";310.0;"Casa";"Gas";52.0;"Sevilla";"Andalucía";106;4;"Regular";"No";0.151;"Aire acondicionado";"Invierno";"Tarifa variable";345.0;"Propiedad";3;12.0;2;2;1;2
"Hogar_69";2022;"Marzo";124.0;"Casa";"Eléctrica";82.0;"Valencia";"Comunidad Valenciana";84;5;"Bueno";"Sí";0.172;"Electrodomésticos";"Invierno";"Tarifa variable";221.0;"Alquiler";15;23.0;4;4;1;1
"Hogar_70";2022;"Diciembre";455.0;"Apartamento";"Gas";117.0;"Sevilla";"Andalucía";52;3;"Regular";"Sí";0.107;"Aire acondicionado";"Otoño";"Tarifa variable";265.0;"Propiedad";5;17.0;2;2;2;2
"Hogar_71";2022;"Noviembre";416.0;"Casa";"Gas";110.0;"Barcelona";"Cataluña";131;1;"Regular";"Sí";0.121;"Aire acondicionado";"Verano";"Tarifa fija";220.0;"Propiedad";12;12.0;10;9;1;2
"Hogar_72";2022;"Octubre";131.0;"Casa";"Gas";96.0;"Murcia";"Región de Murcia";97;3;"Bueno";"Sí";0.183;"Aire acondicionado";"Invierno";"Tarifa fija";299.0;"Alquiler";5;23.0;5;5;1;2
"Hogar_73";2022;"Marzo";261.0;"Apartamento";"Eléctrica";65.0;"Zaragoza";"Aragón";59;3;"Regular";"Sí";0.253;"Aire acondicionado";"Otoño";"Tarifa variable";327.0;"Alquiler";3;21.0;9;8;2;1
"Hogar_74";2022;"Octubre";368.0;"Apartamento";"Eléctrica";165.0;"Valencia";"Comunidad Valenciana";131;2;"Bueno";"No";0.217;"Electrodomésticos";"Invierno";"Tarifa variable";243.0;"Alquiler";9;20.0;4;4;2;1
"Hogar_75";2022;"Junio";115.0;"Apartamento";"Gas";108.0;"Valencia";"Comunidad Valenciana";111;2;"Bueno";"No";0.224;"Electrodomésticos";"Primavera";"Tarifa fija";302.0;"Propiedad";9;20.0;4;4;2;2
"Hogar_76";2021;"Octubre";413.0;"Apartamento";"Eléctrica";128.0;"Barcelona";"Cataluña";100;2;"Deficiente";"No";0.17;"Aire acondicionado";"Invierno";"Tarifa variable";246.0;"Alquiler";7;13.0;10;9;2;1
"Hogar_77";2021;"Abril";203.0;"Casa";"Gas";120.0;"Barcelona";"Cataluña";144;2;"Deficiente";"Sí";0.278;"Aire acondicionado";"Verano";"Tarifa fija";238.0;"Propiedad";2;13.0;10;9;1;2
"Hogar_78";2022;"Junio";342.0;"Apartamento";"Eléctrica";85.0;"Sevilla";"Andalucía";78;5;"Deficiente";"Sí";0.182;"Electrodomésticos";"Invierno";"Tarifa variable";228.0;"Propiedad";16;20.0;2;2;2;1
"Hogar_79";2021;"Febrero";441.0;"Apartamento";"Gas";63.0;"Las Palmas";"Canarias";40;4;"Deficiente";"No";0.174;"Electrodomésticos";"Verano";"Tarifa variable";253.0;"Propiedad";9;13.0;6;6;2;2
"Hogar_80";2022;"Septiembre";121.0;"Casa";"Eléctrica";138.0;"Valencia";"Comunidad Valenciana";42;1;"Regular";"Sí";0.224;"Electrodomésticos";"Primavera";"Tarifa variable";289.0;"Propiedad";13;16.0;4;4;1;1
"Hogar_81";2022;"Octubre";344.0;"Apartamento";"Gas";63.0;"Valencia";"Comunidad Valenciana";116;3;"Deficiente";"Sí";0.297;"Aire acondicionado";"Verano";"Tarifa fija";284.0;"Propiedad";19;21.0;4;4;2;2
"Hogar_82";2021;"Abril";191.0;"Casa";"Gas";184.0;"Barcelona";"Cataluña";131;5;"Bueno";"No";0.113;"Aire acondicionado";"Invierno";"Tarifa fija";216.0;"Alquiler";17;21.0;10;9;1;2
"Hogar_83";2021;"Octubre";466.0;"Apartamento";"Gas";58.0;"Málaga";"Andalucía";101;1;"Regular";"Sí";0.173;"Calefacción eléctrica";"Otoño";"Tarifa fija";279.0;"Alquiler";6;16.0;7;2;2;2
"Hogar_84";2022;"Mayo";308.0;"Casa";"Eléctrica";65.0;"Barcelona";"Cataluña";102;5;"Deficiente";"No";0.227;"Electrodomésticos";"Primavera";"Tarifa fija";387.0;"Propiedad";4;21.0;10;9;1;1
"Hogar_85";2021;"Noviembre";396.0;"Apartamento";"Eléctrica";58.0;"Zaragoza";"Aragón";64;5;"Bueno";"Sí";0.114;"Aire acondicionado";"Invierno";"Tarifa variable";358.0;"Propiedad";1;22.0;9;8;2;1
"Hogar_86";2021;"Noviembre";207.0;"Apartamento";"Eléctrica";170.0;"Madrid";"Comunidad de Madrid";95;3;"Regular";"No";0.192;"Electrodomésticos";"Primavera";"Tarifa variable";272.0;"Alquiler";18;19.0;8;7;2;1
"Hogar_87";2021;"Agosto";148.0;"Casa";"Gas";61.0;"Sevilla";"Andalucía";72;4;"Regular";"Sí";0.118;"Aire acondicionado";"Primavera";"Tarifa fija";248.0;"Alquiler";19;13.0;2;2;1;2
"Hogar_88";2021;"Septiembre";321.0;"Casa";"Eléctrica";72.0;"Zaragoza";"Aragón";77;2;"Deficiente";"Sí";0.115;"Electrodomésticos";"Invierno";"Tarifa variable";300.0;"Propiedad";9;14.0;9;8;1;1
"Hogar_89";2022;"Mayo";324.0;"Apartamento";"Gas";147.0;"Valencia";"Comunidad Valenciana";45;4;"Regular";"No";0.12;"Aire acondicionado";"Invierno";"Tarifa variable";201.0;"Propiedad";13;14.0;4;4;2;2
"Hogar_90";2021;"Agosto";215.0;"Apartamento";"Gas";79.0;"Sevilla";"Andalucía";97;3;"Bueno";"Sí";0.155;"Calefacción eléctrica";"Otoño";"Tarifa fija";375.0;"Alquiler";8;11.0;2;2;2;2
"Hogar_91";2022;"Abril";167.0;"Apartamento";"Eléctrica";144.0;"Málaga";"Andalucía";83;3;"Regular";"Sí";0.114;"Calefacción eléctrica";"Primavera";"Tarifa variable";341.0;"Alquiler";13;14.0;7;2;2;1
"Hogar_92";2021;"Enero";354.0;"Apartamento";"Eléctrica";129.0;"Barcelona";"Cataluña";84;3;"Bueno";"No";0.206;"Electrodomésticos";"Primavera";"Tarifa variable";258.0;"Propiedad";15;13.0;10;9;2;1
"Hogar_93";2021;"Marzo";333.0;"Apartamento";"Gas";114.0;"Las Palmas";"Canarias";71;1;"Regular";"Sí";0.186;"Aire acondicionado";"Invierno";"Tarifa fija";296.0;"Alquiler";11;16.0;6;6;2;2
"Hogar_94";2021;"Agosto";164.0;"Apartamento";"Gas";95.0;"Valencia";"Comunidad Valenciana";84;4;"Deficiente";"No";0.212;"Aire acondicionado";"Verano";"Tarifa variable";298.0;"Alquiler";12;23.0;4;4;2;2
"Hogar_95";2021;"Octubre";332.0;"Apartamento";"Eléctrica";172.0;"Palma";"Islas Baleares";100;4;"Bueno";"Sí";0.201;"Electrodomésticos";"Invierno";"Tarifa variable";385.0;"Propiedad";14;11.0;3;3;2;1
"Hogar_96";2022;"Septiembre";429.0;"Apartamento";"Eléctrica";154.0;"Murcia";"Región de Murcia";86;5;"Regular";"Sí";0.271;"Aire acondicionado";"Primavera";"Tarifa variable";302.0;"Propiedad";4;20.0;5;5;2;1
"Hogar_97";2021;"Noviembre";208.0;"Casa";"Gas";141.0;"Málaga";"Andalucía";60;5;"Regular";"Sí";0.253;"Electrodomésticos";"Invierno";"Tarifa fija";385.0;"Propiedad";1;20.0;7;2;1;2
"Hogar_98";2021;"Febrero";177.0;"Casa";"Gas";88.0;"Madrid";"Comunidad de Madrid";119;5;"Regular";"Sí";0.151;"Aire acondicionado";"Otoño";"Tarifa fija";378.0;"Alquiler";4;11.0;8;7;1;2
"Hogar_99";2021;"Junio";107.0;"Casa";"Gas";132.0;"Las Palmas";"Canarias";124;3;"Bueno";"No";0.297;"Electrodomésticos";"Verano";"Tarifa variable";201.0;"Propiedad";19;23.0;6;6;1;2
"Hogar_100";2021;"Julio";384.0;"Apartamento";"Eléctrica";142.0;"Madrid";"Comunidad de Madrid";114;4;"Bueno";"Sí";0.131;"Aire acondicionado";"Invierno";"Tarifa variable";240.0;"Alquiler";9;18.0;8;7;2;1
"Hogar_1";2022;"Febrero";206.0;"Casa";"Eléctrica";182.0;"Bilbao";"País Vasco";140;3;"Bueno";"No";0.263;"Electrodomésticos";"Otoño";"Tarifa variable";322.0;"Propiedad";10;15.0;1;1;1;1
"Hogar_2";2021;"Julio";199.0;"Casa";"Gas";87.0;"Sevilla";"Andalucía";75;1;"Deficiente";"Sí";0.224;"Aire acondicionado";"Primavera";"Tarifa fija";281.0;"Propiedad";4;21.0;2;2;1;2
"Hogar_3";2021;"Febrero";219.0;"Apartamento";"Eléctrica";65.0;"Palma";"Islas Baleares";138;5;"Deficiente";"Sí";0.23;"Calefacción eléctrica";"Invierno";"Tarifa fija";343.0;"Alquiler";9;13.0;3;3;2;1
"Hogar_4";2021;"Julio";194.0;"Apartamento";"Eléctrica";197.0;"Sevilla";"Andalucía";58;3;"Bueno";"Sí";0.179;"Aire acondicionado";"Primavera";"Tarifa fija";331.0;"Alquiler";13;20.0;2;2;2;1
"Hogar_5";2022;"Septiembre";408.0;"Apartamento";"Eléctrica";186.0;"Sevilla";"Andalucía";59;3;"Regular";"Sí";0.103;"Electrodomésticos";"Otoño";"Tarifa variable";339.0;"Propiedad";12;10.0;2;2;2;1
"Hogar_6";2022;"Noviembre";483.0;"Apartamento";"Gas";121.0;"Valencia";"Comunidad Valenciana";96;1;"Deficiente";"No";0.279;"Calefacción eléctrica";"Primavera";"Tarifa variable";228.0;"Propiedad";11;22.0;4;4;2;2
"Hogar_7";2022;"Abril";128.0;"Apartamento";"Gas";74.0;"Valencia";"Comunidad Valenciana";57;2;"Bueno";"No";0.185;"Aire acondicionado";"Otoño";"Tarifa variable";334.0;"Alquiler";12;16.0;4;4;2;2
"Hogar_8";2022;"Septiembre";197.0;"Casa";"Eléctrica";145.0;"Murcia";"Región de Murcia";86;4;"Regular";"No";0.187;"Calefacción eléctrica";"Otoño";"Tarifa variable";213.0;"Propiedad";18;19.0;5;5;1;1
"Hogar_9";2022;"Junio";471.0;"Apartamento";"Gas";57.0;"Palma";"Islas Baleares";144;2;"Deficiente";"No";0.282;"Aire acondicionado";"Otoño";"Tarifa variable";211.0;"Alquiler";12;13.0;3;3;2;2
"Hogar_10";2022;"Julio";377.0;"Apartamento";"Eléctrica";179.0;"Las Palmas";"Canarias";88;5;"Regular";"Sí";0.149;"Calefacción eléctrica";"Invierno";"Tarifa fija";298.0;"Alquiler";16;20.0;6;6;2;1
"Hogar_11";2022;"Mayo";439.0;"Apartamento";"Gas";122.0;"Málaga";"Andalucía";53;3;"Regular";"No";0.2;"Electrodomésticos";"Primavera";"Tarifa variable";332.0;"Propiedad";5;21.0;7;2;2;2
"Hogar_12";2021;"Junio";310.0;"Casa";"Eléctrica";115.0;"Palma";"Islas Baleares";54;1;"Regular";"No";0.253;"Aire acondicionado";"Primavera";"Tarifa variable";280.0;"Alquiler";12;17.0;3;3;1;1
"Hogar_13";2022;"Abril";424.0;"Apartamento";"Eléctrica";150.0;"Madrid";"Comunidad de Madrid";70;1;"Regular";"Sí";0.162;"Aire acondicionado";"Verano";"Tarifa variable";305.0;"Alquiler";11;19.0;8;7;2;1
"Hogar_14";2021;"Julio";491.0;"Casa";"Gas";149.0;"Bilbao";"País Vasco";40;4;"Deficiente";"Sí";0.155;"Electrodomésticos";"Verano";"Tarifa fija";231.0;"Alquiler";9;16.0;1;1;1;2
"Hogar_15";2022;"Noviembre";491.0;"Casa";"Gas";139.0;"Sevilla";"Andalucía";93;2;"Deficiente";"Sí";0.186;"Calefacción eléctrica";"Verano";"Tarifa variable";273.0;"Propiedad";18;23.0;2;2;1;2
"Hogar_16";2021;"Noviembre";428.0;"Apartamento";"Gas";186.0;"Zaragoza";"Aragón";42;4;"Deficiente";"Sí";0.166;"Electrodomésticos";"Verano";"Tarifa fija";370.0;"Alquiler";3;17.0;9;8;2;2
"Hogar_17";2022;"Mayo";418.0;"Apartamento";"Eléctrica";187.0;"Valencia";"Comunidad Valenciana";55;3;"Bueno";"No";0.172;"Electrodomésticos";"Primavera";"Tarifa fija";280.0;"Propiedad";17;22.0;4;4;2;1
"Hogar_18";2021;"Septiembre";418.0;"Apartamento";"Gas";71.0;"Valencia";"Comunidad Valenciana";126;4;"Deficiente";"No";0.263;"Calefacción eléctrica";"Otoño";"Tarifa fija";268.0;"Propiedad";14;22.0;4;4;2;2
"Hogar_19";2022;"Noviembre";312.0;"Casa";"Eléctrica";54.0;"Madrid";"Comunidad de Madrid";96;1;"Regular";"Sí";0.298;"Electrodomésticos";"Otoño";"Tarifa fija";244.0;"Propiedad";1;16.0;8;7;1;1
"Hogar_20";2021;"Noviembre";339.0;"Casa";"Gas";170.0;"Murcia";"Región de Murcia";114;1;"Deficiente";"Sí";0.203;"Aire acondicionado";"Invierno";"Tarifa fija";305.0;"Alquiler";17;13.0;5;5;1;2
"Hogar_21";2021;"Abril";339.0;"Casa";"Gas";-1.0;"Palma";"Islas Baleares";51;5;"Regular";"Sí";0.22;"Aire acondicionado";"Otoño";"Tarifa variable";336.0;"Alquiler";8;16.0;3;3;1;2
"Hogar_22";2022;"Mayo";258.0;"Apartamento";"Eléctrica";-1.0;"Bilbao";"País Vasco";113;5;"Bueno";"No";0.19;"Aire acondicionado";"Primavera";"Tarifa variable";376.0;"Propiedad";5;22.0;1;1;2;1
"Hogar_23";2022;"Noviembre";125.0;"Casa";"Gas";-1.0;"Murcia";"Región de Murcia";135;3;"Regular";"No";0.19;"Electrodomésticos";"Primavera";"Tarifa fija";360.0;"Propiedad";5;13.0;5;5;1;2
"Hogar_24";2022;"Enero";218.0;"Casa";"Gas";-1.0;"Madrid";"Comunidad de Madrid";55;2;"Regular";"Sí";0.279;"Aire acondicionado";"Primavera";"Tarifa fija";299.0;"Alquiler";9;17.0;8;7;1;2
"Hogar_25";2021;"Diciembre";479.0;"Casa";"Gas";-1.0;"Valencia";"Comunidad Valenciana";111;4;"Regular";"Sí";0.127;"Aire acondicionado";"Invierno";"Tarifa fija";345.0;"Propiedad";3;22.0;4;4;1;2
"Hogar_26";2021;"Agosto";449.0;"Apartamento";"Eléctrica";-1.0;"Murcia";"Región de Murcia";141;3;"Bueno";"No";0.298;"Aire acondicionado";"Verano";"Tarifa variable";208.0;"Propiedad";19;15.0;5;5;2;1
"Hogar_27";2022;"Mayo";346.0;"Casa";"Eléctrica";72.0;"Sevilla";"Andalucía";115;5;"Deficiente";"Sí";0.209;"Aire acondicionado";"Otoño";"Tarifa variable";261.0;"Alquiler";9;19.0;2;2;1;1
"Hogar_28";2022;"Febrero";358.0;"Casa";"Eléctrica";104.0;"Sevilla";"Andalucía";63;4;"Deficiente";"Sí";0.252;"Aire acondicionado";"Primavera";"Tarifa fija";384.0;"Propiedad";18;13.0;2;2;1;1
"Hogar_29";2021;"Octubre";132.0;"Apartamento";"Eléctrica";100.0;"Zaragoza";"Aragón";67;5;"Bueno";"No";0.133;"Aire acondicionado";"Primavera";"Tarifa variable";228.0;"Alquiler";16;11.0;9;8;2;1
"Hogar_30";2022;"Mayo";341.0;"Casa";"Eléctrica";149.0;"Madrid";"Comunidad de Madrid";47;4;"Regular";"Sí";0.21;"Electrodomésticos";"Verano";"Tarifa variable";324.0;"Alquiler";1;21.0;8;7;1;1
"Hogar_31";2021;"Enero";381.0;"Casa";"Gas";152.0;"Sevilla";"Andalucía";131;2;"Deficiente";"No";0.148;"Aire acondicionado";"Primavera";"Tarifa fija";313.0;"Propiedad";2;11.0;2;2;1;2
"Hogar_32";2022;"Febrero";488.0;"Casa";"Gas";144.0;"Sevilla";"Andalucía";75;3;"Bueno";"Sí";0.213;"Aire acondicionado";"Otoño";"Tarifa fija";352.0;"Alquiler";14;14.0;2;2;1;2
"Hogar_33";2022;"Febrero";213.0;"Apartamento";"Gas";132.0;"Madrid";"Comunidad de Madrid";129;4;"Deficiente";"Sí";0.118;"Calefacción eléctrica";"Invierno";"Tarifa variable";342.0;"Alquiler";14;22.0;8;7;2;2
"Hogar_34";2022;"Octubre";415.0;"Casa";"Eléctrica";165.0;"Valencia";"Comunidad Valenciana";47;1;"Bueno";"No";0.254;"Electrodomésticos";"Primavera";"Tarifa variable";333.0;"Alquiler";1;15.0;4;4;1;1
"Hogar_35";2022;"Septiembre";410.0;"Apartamento";"Eléctrica";152.0;"Murcia";"Región de Murcia";97;1;"Regular";"No";0.215;"Electrodomésticos";"Otoño";"Tarifa variable";319.0;"Propiedad";16;24.0;5;5;2;1
"Hogar_36";2022;"Septiembre";191.0;"Casa";"Eléctrica";198.0;"Valencia";"Comunidad Valenciana";99;4;"Deficiente";"Sí";0.215;"Electrodomésticos";"Primavera";"Tarifa fija";369.0;"Propiedad";15;24.0;4;4;1;1
"Hogar_37";2022;"Octubre";406.0;"Casa";"Eléctrica";190.0;"Málaga";"Andalucía";89;4;"Bueno";"No";0.128;"Electrodomésticos";"Verano";"Tarifa fija";356.0;"Propiedad";15;14.0;7;2;1;1
"Hogar_38";2021;"Marzo";487.0;"Apartamento";"Gas";118.0;"Las Palmas";"Canarias";67;4;"Deficiente";"Sí";0.294;"Aire acondicionado";"Primavera";"Tarifa fija";278.0;"Alquiler";12;10.0;6;6;2;2
"Hogar_39";2022;"Febrero";499.0;"Casa";"Eléctrica";99.0;"Zaragoza";"Aragón";131;1;"Deficiente";"Sí";0.187;"Aire acondicionado";"Primavera";"Tarifa variable";292.0;"Alquiler";16;20.0;9;8;1;1
"Hogar_40";2021;"Noviembre";232.0;"Casa";"Gas";195.0;"Málaga";"Andalucía";140;1;"Deficiente";"No";0.155;"Calefacción eléctrica";"Invierno";"Tarifa variable";203.0;"Propiedad";14;16.0;7;2;1;2
"Hogar_41";2021;"Mayo";190.0;"Apartamento";"Eléctrica";116.0;"Zaragoza";"Aragón";80;4;"Deficiente";"Sí";0.111;"Calefacción eléctrica";"Verano";"Tarifa fija";281.0;"Propiedad";15;11.0;9;8;2;1
"Hogar_42";2021;"Marzo";201.0;"Casa";"Eléctrica";71.0;"Sevilla";"Andalucía";139;5;"Bueno";"Sí";0.191;"Electrodomésticos";"Verano";"Tarifa variable";384.0;"Alquiler";15;20.0;2;2;1;1
"Hogar_43";2022;"Mayo";247.0;"Apartamento";"Eléctrica";145.0;"Murcia";"Región de Murcia";103;5;"Regular";"No";0.123;"Calefacción eléctrica";"Invierno";"Tarifa fija";376.0;"Propiedad";19;10.0;5;5;2;1
"Hogar_44";2021;"Diciembre";289.0;"Casa";"Gas";148.0;"Zaragoza";"Aragón";66;2;"Bueno";"No";0.143;"Calefacción eléctrica";"Primavera";"Tarifa variable";371.0;"Propiedad";8;23.0;9;8;1;2
"Hogar_45";2022;"Mayo";472.0;"Apartamento";"Gas";110.0;"Bilbao";"País Vasco";102;3;"Bueno";"Sí";0.247;"Electrodomésticos";"Otoño";"Tarifa fija";274.0;"Propiedad";2;12.0;1;1;2;2
"Hogar_46";2021;"Abril";350.0;"Apartamento";"Gas";55.0;"Zaragoza";"Aragón";56;5;"Bueno";"No";0.103;"Electrodomésticos";"Verano";"Tarifa variable";213.0;"Propiedad";2;11.0;9;8;2;2
"Hogar_47";2022;"Julio";106.0;"Casa";"Gas";117.0;"Sevilla";"Andalucía";112;1;"Regular";"No";0.274;"Calefacción eléctrica";"Verano";"Tarifa variable";330.0;"Propiedad";10;12.0;2;2;1;2
"Hogar_48";2021;"Mayo";422.0;"Apartamento";"Gas";63.0;"Valencia";"Comunidad Valenciana";72;5;"Deficiente";"No";0.16;"Aire acondicionado";"Primavera";"Tarifa fija";313.0;"Alquiler";3;24.0;4;4;2;2
"Hogar_49";2022;"Diciembre";314.0;"Casa";"Eléctrica";125.0;"Barcelona";"Cataluña";123;2;"Deficiente";"No";0.281;"Calefacción eléctrica";"Primavera";"Tarifa fija";261.0;"Propiedad";17;20.0;10;9;1;1
"Hogar_50";2022;"Mayo";131.0;"Casa";"Gas";173.0;"Málaga";"Andalucía";116;2;"Deficiente";"Sí";0.223;"Calefacción eléctrica";"Verano";"Tarifa fija";305.0;"Propiedad";8;22.0;7;2;1;2
"Hogar_51";2022;"Septiembre";271.0;"Casa";"Gas";165.0;"Murcia";"Región de Murcia";131;3;"Regular";"Sí";0.174;"Aire acondicionado";"Primavera";"Tarifa fija";263.0;"Alquiler";4;15.0;5;5;1;2
"Hogar_52";2021;"Abril";235.0;"Casa";"Gas";104.0;"Las Palmas";"Canarias";68;5;"Deficiente";"Sí";0.298;"Aire acondicionado";"Otoño";"Tarifa fija";301.0;"Alquiler";14;15.0;6;6;1;2
"Hogar_53";2022;"Diciembre";153.0;"Casa";"Gas";117.0;"Murcia";"Región de Murcia";52;1;"Regular";"No";0.269;"Electrodomésticos";"Verano";"Tarifa variable";372.0;"Alquiler";10;13.0;5;5;1;2
"Hogar_54";2022;"Septiembre";381.0;"Casa";"Gas";134.0;"Murcia";"Región de Murcia";85;1;"Deficiente";"No";0.153;"Electrodomésticos";"Otoño";"Tarifa fija";305.0;"Alquiler";1;17.0;5;5;1;2
"Hogar_55";2021;"Agosto";448.0;"Apartamento";"Eléctrica";54.0;"Barcelona";"Cataluña";74;4;"Deficiente";"No";0.256;"Calefacción eléctrica";"Otoño";"Tarifa fija";385.0;"Propiedad";4;18.0;10;9;2;1
"Hogar_56";2021;"Marzo";276.0;"Apartamento";"Gas";160.0;"Málaga";"Andalucía";45;1;"Bueno";"No";0.122;"Aire acondicionado";"Primavera";"Tarifa fija";219.0;"Propiedad";1;19.0;7;2;2;2
"Hogar_57";2021;"Mayo";155.0;"Apartamento";"Gas";120.0;"Barcelona";"Cataluña";121;3;"Regular";"No";0.143;"Electrodomésticos";"Otoño";"Tarifa fija";257.0;"Propiedad";17;13.0;10;9;2;2
"Hogar_58";2022;"Mayo";242.0;"Apartamento";"Gas";125.0;"Valencia";"Comunidad Valenciana";108;3;"Bueno";"No";0.246;"Calefacción eléctrica";"Primavera";"Tarifa fija";311.0;"Propiedad";17;24.0;4;4;2;2
"Hogar_59";2022;"Junio";263.0;"Casa";"Eléctrica";173.0;"Valencia";"Comunidad Valenciana";86;1;"Bueno";"No";0.103;"Aire acondicionado";"Invierno";"Tarifa variable";256.0;"Alquiler";7;12.0;4;4;1;1
"Hogar_60";2021;"Abril";189.0;"Casa";"Gas";103.0;"Málaga";"Andalucía";64;1;"Bueno";"Sí";0.276;"Calefacción eléctrica";"Primavera";"Tarifa fija";395.0;"Alquiler";15;24.0;7;2;1;2
"Hogar_61";2022;"Mayo";197.0;"Apartamento";"Eléctrica";66.0;"Zaragoza";"Aragón";105;4;"Regular";"Sí";0.171;"Electrodomésticos";"Otoño";"Tarifa fija";318.0;"Propiedad";13;10.0;9;8;2;1
"Hogar_62";2022;"Junio";477.0;"Apartamento";"Eléctrica";188.0;"Bilbao";"País Vasco";49;1;"Regular";"No";0.127;"Electrodomésticos";"Invierno";"Tarifa fija";296.0;"Propiedad";2;17.0;1;1;2;1
